Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),EV CHARGING POWER DRAW:Schedule Value [](TimeStep),EV CHARGING POWER DRAW COPY:Schedule Value [](TimeStep),Electricity:Facility [J](TimeStep),NaturalGas:Facility [J](TimeStep)
 03/08  09:00:00,,0.448108077,0.446164352,398007731.1,140935765.3
 03/08  10:00:00,,0.495456131,0.493512406,335323510.1,125156957.7
 03/08  11:00:00,,0.624069834,0.62212611,318602414.9,91565470.77
 03/08  12:00:00,,0.529601362,0.527657637,321774870.3,42949349.84
 03/08  13:00:00,,0.675060046,0.673116321,325147465.8,37247103.15
 03/08  14:00:00,,0.544169994,0.542226269,325235061.2,36847113.62
 03/08  15:00:00,,0.322786251,0.645572502,310470022.6,25218810.5
 03/08  16:00:00,,0.447757796,0.895515593,310393759,25096709.76
 03/08  17:00:00,,1.687831141,0.653312087,316889129.6,30708254.01
 03/08  18:00:00,,1.649588482,0.615069429,263466455,20790508.09
 03/08  19:00:00,,1,1,183034433.7,31375874.95
 03/08  20:00:00,,0.805372183,0.805372183,183252840.4,46443923.6
 03/08  21:00:00,,0.57728204,0.57728204,185208355.6,65123021.76
 03/08  22:00:00,,0.592761211,0.592761211,195354037.5,59004754.74
 03/08  23:00:00,,0.389255634,0.389255634,100704522.2,11187800.68
 03/08  24:00:00,,0.340541771,0.340541771,92744575.73,11197234.88
 03/09  01:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 03/09  02:00:00,,0.091808357,0.173913043,73695471.3,11106865.51
 03/09  03:00:00,,0.055386777,0.137491464,73516372.1,7212348.775
 03/09  04:00:00,,0.010770342,0.092875028,73436923.83,7212348.775
 03/09  05:00:00,,-0.002204846,0.079899841,73339599.69,11107058.46
 03/09  06:00:00,,0.04059051,0.122695197,278525634.5,7212348.775
 03/09  07:00:00,,0.074508106,0.156612793,217751559.3,11219721.09
 03/09  08:00:00,,0.135969522,0.218074209,252112479.6,89677869.32
 03/09  09:00:00,,0.364059666,0.446164352,370149411.8,55664802.28
 03/09  10:00:00,,0.411407719,0.493512406,322571416.6,36149545.43
 03/09  11:00:00,,0.540021423,0.62212611,310454756.8,29265865.34
 03/09  12:00:00,,0.44555295,0.527657637,319173634.9,31048574.34
 03/09  13:00:00,,0.591011635,0.673116321,322378588.4,37262804.12
 03/09  14:00:00,,0.271113135,0.542226269,326817428,36838508.09
 03/09  15:00:00,,0.322786251,0.645572502,311727322.3,25215215.43
 03/09  16:00:00,,0.447757796,0.895515593,313906127.3,25097172.23
 03/09  17:00:00,,1.631664896,0.653312087,327071530.1,30711192.93
 03/09  18:00:00,,1.593422237,0.615069429,265859641.2,28454451.87
 03/09  19:00:00,,1,1,174978313.3,31198225.23
 03/09  20:00:00,,0.805372183,0.805372183,170548018.9,27527234.39
 03/09  21:00:00,,0.57728204,0.57728204,163927382.6,30450373.31
 03/09  22:00:00,,0.592761211,0.592761211,171922058.2,26731471.74
 03/09  23:00:00,,0.389255634,0.389255634,100704522.2,11171468.19
 03/09  24:00:00,,0.340541771,0.340541771,92744575.73,11191121.24
 03/10  01:00:00,,0.240837696,0.240837696,73841457.51,10329889.51
 03/10  02:00:00,,0.096265995,0.173913043,73695471.3,7988013.171
 03/10  03:00:00,,0.059844415,0.137491464,73526095.78,7212348.775
 03/10  04:00:00,,0.01522798,0.092875028,73446647.5,7212348.775
 03/10  05:00:00,,0.002252792,0.079899841,73349323.37,11107254.75
 03/10  06:00:00,,0.045048149,0.122695197,241735597.5,7212348.775
 03/10  07:00:00,,0.078965745,0.156612793,183909066.8,11221599.64
 03/10  08:00:00,,0.140427161,0.218074209,230229810.7,70757384.32
 03/10  09:00:00,,0.368517304,0.446164352,362285477.4,48580948.93
 03/10  10:00:00,,0.415865358,0.493512406,319277965.9,34553788.73
 03/10  11:00:00,,0.544479061,0.62212611,310232356.7,25896748.22
 03/10  12:00:00,,0.450010589,0.527657637,319434407.4,31046019.8
 03/10  13:00:00,,0.595469273,0.673116321,321973198.8,37259411.18
 03/10  14:00:00,,0.464579221,0.542226269,327469053.7,36833290.9
 03/10  15:00:00,,0.322786251,0.645572502,313353726.6,25207885.29
 03/10  16:00:00,,0.447757796,0.895515593,318125739.9,25097165.35
 03/10  17:00:00,,1.395998307,0.653312087,330207964.4,30709404.89
 03/10  18:00:00,,1.357755648,0.615069429,261252043.2,24622708.51
 03/10  19:00:00,,1,1,170113813.2,38113095.55
 03/10  20:00:00,,0.805372183,0.805372183,166940288.8,33407386.92
 03/10  21:00:00,,0.57728204,0.57728204,160702318.8,37932007.29
 03/10  22:00:00,,0.592761211,0.592761211,172688632.9,60359248.28
 03/10  23:00:00,,0.389255634,0.389255634,100704522.2,11192521.81
 03/10  24:00:00,,0.340541771,0.340541771,92744575.73,11186790.28
 03/11  01:00:00,,0.063282495,0.063282495,61960495.73,11105989.02
 03/11  02:00:00,,-0.012050567,0.046892784,61924744,7212348.775
 03/11  03:00:00,,-0.031399531,0.02754382,61796167.82,7212348.775
 03/11  04:00:00,,-0.050748495,0.008194855,61753960.92,11106402.17
 03/11  05:00:00,,-0.054845923,0.004097428,61711754.03,7212348.775
 03/11  06:00:00,,-0.054845923,0.004097428,209956354,7212348.775
 03/11  07:00:00,,-0.047789242,0.011154109,175315182.6,11222816.75
 03/11  08:00:00,,-0.002034632,0.056908718,158882876,71325251.19
 03/11  09:00:00,,0.112238074,0.171181425,168915934.7,48373627.02
 03/11  10:00:00,,0.197828787,0.256772137,167981427.4,29859758.82
 03/11  11:00:00,,0.4165859,0.475529251,156430286,19839593.52
 03/11  12:00:00,,0.511267926,0.511267926,162781151.5,20049193.1
 03/11  13:00:00,,0.430354784,0.501707262,119893155.6,15665149.77
 03/11  14:00:00,,0.502515039,0.573867517,105386198.3,19834022.82
 03/11  15:00:00,,0.516958798,0.516958798,98356770.34,15487118.05
 03/11  16:00:00,,0.336998284,0.449123606,92758863.41,15419273.2
 03/11  17:00:00,,0.438652402,0.438652402,96146025.77,15454593.4
 03/11  18:00:00,,0.336444343,0.336444343,70902793.14,11228283.44
 03/11  19:00:00,,0.435010244,0.435010244,79045145.44,15075978.57
 03/11  20:00:00,,0.352378784,0.352378784,72454720.42,7369802.962
 03/11  21:00:00,,0.254495789,0.254495789,72241203.17,7212348.775
 03/11  22:00:00,,0.219895288,0.219895288,72165727.31,11107097.9
 03/11  23:00:00,,0.12610972,0.12610972,71961148,7212348.775
 03/11  24:00:00,,0.097882996,0.097882996,71899575.59,7212348.775
 03/12  01:00:00,,0.014113362,0.014113362,61853240.55,11107231.2
 03/12  02:00:00,,0.00171738,0.007056681,61837847.45,7212348.775
 03/12  03:00:00,,0.00171738,0.007056681,61826200.56,7212348.775
 03/12  04:00:00,,0.00171738,0.007056681,61826200.56,11107401.12
 03/12  05:00:00,,0.066820954,0.072160255,61826200.56,7212348.775
 03/12  06:00:00,,0.034496802,0.039836103,78241995.1,11173895.29
 03/12  07:00:00,,0.062040622,0.067379923,49654084.75,11183738.92
 03/12  08:00:00,,0.120087514,0.125426815,48690705.19,7212348.775
 03/12  09:00:00,,0.162303665,0.162303665,48612636.54,11179185.01
 03/12  10:00:00,,0.234354184,0.240382427,51391011.22,11189931.3
 03/12  11:00:00,,0.242549039,0.248577282,55938727.14,11220479.41
 03/12  12:00:00,,0.209086713,0.215114956,54611112.38,11200605.29
 03/12  13:00:00,,0.31220531,0.318233553,61220015.54,15311413.07
 03/12  14:00:00,,0.329387662,0.329387662,55153525.08,11193214.25
 03/12  15:00:00,,0.247894377,0.247894377,59080245.67,11177978.08
 03/12  16:00:00,,0.285454132,0.285454132,53693355.94,7212348.775
 03/12  17:00:00,,0.211379386,0.241520601,58741369.23,11181186.48
 03/12  18:00:00,,0.226269064,0.226269064,43629751.13,11108466.21
 03/12  19:00:00,,0.223309811,0.223309811,72173175.59,7212348.775
 03/12  20:00:00,,0.165262918,0.165262918,72046554.9,7212348.775
 03/12  21:00:00,,0.160710221,0.160710221,72036623.86,11107726.4
 03/12  22:00:00,,0.117914865,0.117914865,71943272.14,7212348.775
 03/12  23:00:00,,0.086273617,0.086273617,71874251.45,7212348.775
 03/12  24:00:00,,0.240837696,0.240837696,73841457.51,11107673.26
 03/13  01:00:00,,0.173913043,0.173913043,73695471.3,7212348.775
 03/13  02:00:00,,0.137969896,0.137491464,73616023.03,7212348.775
 03/13  03:00:00,,0.09335346,0.092875028,73617066.65,11107681.75
 03/13  04:00:00,,0.080378273,0.079899841,73519742.52,7212348.775
 03/13  05:00:00,,0.123173629,0.122695197,82179143.1,7212348.775
 03/13  06:00:00,,0.157091225,0.156612793,114385399.9,15240750.29
 03/13  07:00:00,,0.218552641,0.218074209,327902259.2,81408795.95
 03/13  08:00:00,,0.446642784,0.446164352,395237466.2,63191169.54
 03/13  09:00:00,,0.493990838,0.493512406,327459948.5,42725740.55
 03/13  10:00:00,,0.311063055,0.62212611,306137278,25579042.47
 03/13  11:00:00,,0.574290363,0.527657637,310958369.3,34687860.74
 03/13  12:00:00,,0.719749048,0.673116321,318184067.5,36864075.91
 03/13  13:00:00,,0.588858995,0.542226269,324047122.2,33387441.96
 03/13  14:00:00,,0.692205228,0.645572502,307968486.4,26953052.51
 03/13  15:00:00,,0.447757796,0.895515593,308929715.8,25292556.52
 03/13  16:00:00,,0.982453684,0.653312087,316091592.3,30015641.3
 03/13  17:00:00,,0.944211025,0.615069429,243870998.5,23313378.85
 03/13  18:00:00,,1.329141597,1,141651963.9,19938738.24
 03/13  19:00:00,,0.805372183,0.805372183,175997776.2,15484892.66
 03/13  20:00:00,,0.57728204,0.57728204,173719260.8,16245290.22
 03/13  21:00:00,,0.592761211,0.592761211,180893193.7,16059583.91
 03/13  22:00:00,,0.389255634,0.389255634,100704522.2,10291341.56
 03/13  23:00:00,,0.340541771,0.340541771,92744575.73,11175544.37
 03/13  24:00:00,,0.240837696,0.240837696,73841457.51,11106865.66
 03/14  01:00:00,,0.173913043,0.173913043,73695471.3,7212348.775
 03/14  02:00:00,,0.111369115,0.137491464,73616023.03,7212348.775
 03/14  03:00:00,,0.06675268,0.092875028,73559041,11107138.47
 03/14  04:00:00,,0.053777492,0.079899841,73461716.86,7212348.775
 03/14  05:00:00,,0.096572848,0.122695197,82121117.44,7212348.775
 03/14  06:00:00,,0.130490444,0.156612793,114327374.2,15226327.01
 03/14  07:00:00,,0.19195186,0.218074209,294895066.6,76024218.46
 03/14  08:00:00,,0.420042003,0.446164352,380353576,48585275.19
 03/14  09:00:00,,0.467390057,0.493512406,321549740.8,31133192.62
 03/14  10:00:00,,0.596003761,0.62212611,309399202.3,25578516.09
 03/14  11:00:00,,0.501535288,0.527657637,316693797.4,35398320.07
 03/14  12:00:00,,0.646993972,0.673116321,320716349,36772625.37
 03/14  13:00:00,,0.51610392,0.542226269,327371382,32728977.41
 03/14  14:00:00,,0.322786251,0.645572502,313261686,27808170.01
 03/14  15:00:00,,0.447757796,0.895515593,309603867,25202144.91
 03/14  16:00:00,,0.326656044,0.653312087,317898711.2,29927795.24
 03/14  17:00:00,,1.947391139,0.615069429,234378400.3,22637416.37
 03/14  18:00:00,,2.33232171,1,135226029.4,19946198.77
 03/14  19:00:00,,0.805372183,0.805372183,159944269.3,15484186.74
 03/14  20:00:00,,0.57728204,0.57728204,156093821,15552045.04
 03/14  21:00:00,,0.592761211,0.592761211,155286732.3,11839256.44
 03/14  22:00:00,,0.389255634,0.389255634,100704522.2,10583001.06
 03/14  23:00:00,,0.340541771,0.340541771,92744575.73,11175549.72
 03/14  24:00:00,,0.240837696,0.240837696,73841457.51,11106572.77
 03/15  01:00:00,,0.173913043,0.173913043,73695471.3,7212348.775
 03/15  02:00:00,,0.031751645,0.137491464,73616023.03,7212348.775
 03/15  03:00:00,,-0.01286479,0.092875028,73385367.29,11106828.19
 03/15  04:00:00,,-0.025839978,0.079899841,73288043.15,7212348.775
 03/15  05:00:00,,0.016955379,0.122695197,189790580.1,7212348.775
 03/15  06:00:00,,0.050872975,0.156612793,212169048.5,15226865.34
 03/15  07:00:00,,0.112334391,0.218074209,253797984.4,63682672.27
 03/15  08:00:00,,0.340424534,0.446164352,374989248.4,39370730.32
 03/15  09:00:00,,0.387772588,0.493512406,320256587.3,30053701.39
 03/15  10:00:00,,0.516386291,0.62212611,310736115,25576169.9
 03/15  11:00:00,,0.421917819,0.527657637,320211357.6,34578533.02
 03/15  12:00:00,,0.567376503,0.673116321,320696795.7,36675388.65
 03/15  13:00:00,,0.271113135,0.542226269,323055053,33660529
 03/15  14:00:00,,0.322786251,0.645572502,307511388.1,26063367.24
 03/15  15:00:00,,0.447757796,0.895515593,306394844.9,25065733.49
 03/15  16:00:00,,0.326656044,0.653312087,317668873.5,29815015.22
 03/15  17:00:00,,1.769801547,0.615069429,228287135.9,24563381.22
 03/15  18:00:00,,2.154732118,1,130540262.3,19938007.16
 03/15  19:00:00,,0.805372183,0.805372183,154886358.5,15491038.37
 03/15  20:00:00,,0.57728204,0.57728204,136567314.1,15548538.11
 03/15  21:00:00,,0.592761211,0.592761211,138071793.3,11240167.95
 03/15  22:00:00,,0.389255634,0.389255634,100704522.2,11181613.55
 03/15  23:00:00,,0.340541771,0.340541771,92744575.73,11180523.13
 03/15  24:00:00,,0.240837696,0.240837696,73841457.51,11106341.55
 03/16  01:00:00,,0.173913043,0.173913043,73695471.3,7212348.775
 03/16  02:00:00,,0.045846057,0.137491464,73616023.03,7212348.775
 03/16  03:00:00,,0.001229622,0.092875028,73416112.16,11106430.38
 03/16  04:00:00,,-0.011745566,0.079899841,73318788.02,7212348.775
 03/16  05:00:00,,0.031049791,0.122695197,81978188.61,7212348.775
 03/16  06:00:00,,0.064967387,0.156612793,114184445.4,14083395.64
 03/16  07:00:00,,0.126428803,0.218074209,259598534.6,43278096.5
 03/16  08:00:00,,0.354518946,0.446164352,369347856.7,25911582.66
 03/16  09:00:00,,0.401867,0.493512406,320487767.2,30050520.06
 03/16  10:00:00,,0.530480703,0.62212611,309633682.9,25573791.55
 03/16  11:00:00,,0.436012231,0.527657637,320569037.5,32019810.6
 03/16  12:00:00,,0.581470915,0.673116321,332274681.8,36558837
 03/16  13:00:00,,0.271113135,0.542226269,356539981.8,36408485.28
 03/16  14:00:00,,0.322786251,0.645572502,348698901.6,25190731.77
 03/16  15:00:00,,0.953182395,0.895515593,322774792,25081065.93
 03/16  16:00:00,,0.326656044,0.653312087,332827736.8,30675730.87
 03/16  17:00:00,,1.185166692,0.615069429,235560677.9,24597424.62
 03/16  18:00:00,,1.570097263,1,130789669.2,15692815.15
 03/16  19:00:00,,0.805372183,0.805372183,153726579.5,19626848.58
 03/16  20:00:00,,0.57728204,0.57728204,138197076.8,15545562.94
 03/16  21:00:00,,0.592761211,0.592761211,138347468.6,11243918.58
 03/16  22:00:00,,0.389255634,0.389255634,100704522.2,11190873.53
 03/16  23:00:00,,0.340541771,0.340541771,92744575.73,11190067.92
 03/16  24:00:00,,0.240837696,0.240837696,73841457.51,11106419.27
 03/17  01:00:00,,0.173913043,0.173913043,73695471.3,7212348.775
 03/17  02:00:00,,0.092245649,0.137491464,73616023.03,7212348.775
 03/17  03:00:00,,0.047629214,0.092875028,73517325.99,7212348.775
 03/17  04:00:00,,0.034654026,0.079899841,73420001.85,11106879.32
 03/17  05:00:00,,0.077449382,0.122695197,82079402.43,7212348.775
 03/17  06:00:00,,0.111366979,0.156612793,114285659.2,11209572.82
 03/17  07:00:00,,0.172828394,0.218074209,250217541.8,28664111.58
 03/17  08:00:00,,0.400918538,0.446164352,355017740,25209043.8
 03/17  09:00:00,,0.448266592,0.493512406,313232213.9,27997205.34
 03/17  10:00:00,,0.311063055,0.62212611,304474969.5,27630883.68
 03/17  11:00:00,,0.521792155,0.527657637,317280373.3,31019976.19
 03/17  12:00:00,,0.667250839,0.673116321,323907275.4,37188949.78
 03/17  13:00:00,,0.271113135,0.542226269,321793459.4,36787211.02
 03/17  14:00:00,,0.710439726,0.645572502,313416841.5,25188441.1
 03/17  15:00:00,,0.960382818,0.895515593,310942872.2,25077825.65
 03/17  16:00:00,,0.326656044,0.653312087,320202465.8,30671584.76
 03/17  17:00:00,,1.201967677,0.615069429,241349378.9,20245686.94
 03/17  18:00:00,,1.586898249,1,131143695.3,19934327.94
 03/17  19:00:00,,0.805372183,0.805372183,158840672,15491814.03
 03/17  20:00:00,,0.57728204,0.57728204,159582230.7,28142805.28
 03/17  21:00:00,,0.592761211,0.592761211,163046653,34763937.46
 03/17  22:00:00,,0.389255634,0.389255634,100704522.2,11188158.45
 03/17  23:00:00,,0.340541771,0.340541771,92744575.73,11173930.82
 03/17  24:00:00,,0.063282495,0.063282495,61960495.73,7212348.775
 03/18  01:00:00,,0.046892784,0.046892784,61924744,11106245.7
 03/18  02:00:00,,-0.019035406,0.02754382,61882537.1,7212348.775
 03/18  03:00:00,,-0.038384371,0.008194855,61780931.43,7212348.775
 03/18  04:00:00,,-0.042481798,0.004097428,61738724.53,11106451.21
 03/18  05:00:00,,-0.042481798,0.004097428,197276286.1,7212348.775
 03/18  06:00:00,,-0.035425117,0.011154109,200889213.5,11217281.19
 03/18  07:00:00,,0.010329492,0.056908718,198765335.2,101829262.8
 03/18  08:00:00,,0.124602199,0.171181425,197161396.7,109292336.1
 03/18  09:00:00,,0.210192911,0.256772137,171170209.7,88063292.77
 03/18  10:00:00,,0.428950025,0.475529251,159160033.9,67964614.08
 03/18  11:00:00,,0.4646887,0.511267926,160468865.6,52511276.05
 03/18  12:00:00,,0.455128035,0.501707262,121596326.4,24523231.95
 03/18  13:00:00,,0.52728829,0.573867517,105413565.6,19837776
 03/18  14:00:00,,0.516958798,0.516958798,96903347.08,15485679.22
 03/18  15:00:00,,0.449123606,0.449123606,92186280.18,15428954.36
 03/18  16:00:00,,0.338839774,0.438652402,94982706.66,15462483
 03/18  17:00:00,,0.236631716,0.336444343,70454257.03,11206228.78
 03/18  18:00:00,,0.435010244,0.435010244,50965579.37,11221623.31
 03/18  19:00:00,,0.352378784,0.352378784,72454720.42,7212348.775
 03/18  20:00:00,,0.254495789,0.254495789,72241203.17,11107344.55
 03/18  21:00:00,,0.219895288,0.219895288,72165727.31,7212348.775
 03/18  22:00:00,,0.12610972,0.12610972,71961148,7212348.775
 03/18  23:00:00,,0.097882996,0.097882996,71899575.59,11107393.79
 03/18  24:00:00,,0.069883906,0.069883906,61974895.73,7212348.775
 03/19  01:00:00,,0.014113362,0.014113362,61853240.55,7212348.775
 03/19  02:00:00,,0.008641009,0.007056681,61837847.45,11107569.18
 03/19  03:00:00,,0.008641009,0.007056681,61841303.42,7212348.775
 03/19  04:00:00,,0.008641009,0.007056681,61841303.42,7212348.775
 03/19  05:00:00,,0.073744582,0.072160255,61841303.42,11107735.09
 03/19  06:00:00,,0.04142043,0.039836103,78257097.97,11173055.76
 03/19  07:00:00,,0.06896425,0.067379923,49589835.5,7212348.775
 03/19  08:00:00,,0.127011143,0.125426815,48705808.06,11173641.51
 03/19  09:00:00,,0.163887992,0.162303665,48627739.41,11184578
 03/19  10:00:00,,0.241966754,0.240382427,48708180.79,11189001.06
 03/19  11:00:00,,0.248577282,0.248577282,48878498.03,11190602.38
 03/19  12:00:00,,0.216974818,0.215114956,48819924.81,11210442.37
 03/19  13:00:00,,0.320093416,0.318233553,56004156.2,15320576.39
 03/19  14:00:00,,0.331247525,0.329387662,49048919.76,11197318.34
 03/19  15:00:00,,0.24975424,0.247894377,64048165.58,7212348.775
 03/19  16:00:00,,0.285454132,0.285454132,48895485.28,11178599.07
 03/19  17:00:00,,0.241520601,0.241520601,63254764.54,11166561.1
 03/19  18:00:00,,0.226269064,0.226269064,43297151.37,7212348.775
 03/19  19:00:00,,0.223309811,0.223309811,72173175.59,11108467.69
 03/19  20:00:00,,0.165262918,0.165262918,72046554.9,7212348.775
 03/19  21:00:00,,0.160710221,0.160710221,72036623.86,11107570.52
 03/19  22:00:00,,0.117914865,0.117914865,71943272.14,7212348.775
 03/19  23:00:00,,0.086273617,0.086273617,71874251.45,7212348.775
 03/19  24:00:00,,0.240837696,0.240837696,73841457.51,11107638.21
 03/20  01:00:00,,0.173913043,0.173913043,73695471.3,7212348.775
 03/20  02:00:00,,0.137698115,0.137491464,73616023.03,7212348.775
 03/20  03:00:00,,0.09308168,0.092875028,73616473.81,11107713.02
 03/20  04:00:00,,0.080106492,0.079899841,73519149.67,7212348.775
 03/20  05:00:00,,0.122901848,0.122695197,256199162.3,7212348.775
 03/20  06:00:00,,0.156819444,0.156612793,253521904.4,11221290.69
 03/20  07:00:00,,0.21828086,0.218074209,294585609.8,81057837.84
 03/20  08:00:00,,0.446371004,0.446164352,402642013.4,65696200.73
 03/20  09:00:00,,0.493719058,0.493512406,325682126.8,60434237.86
 03/20  10:00:00,,0.622332761,0.62212611,305982379.9,37314070.21
 03/20  11:00:00,,0.263828819,0.527657637,310944632.8,35051145.17
 03/20  12:00:00,,0.336558161,0.673116321,342954977.4,37177922.57
 03/20  13:00:00,,0.271113135,0.542226269,317071064.4,36760577.8
 03/20  14:00:00,,0.878344505,0.645572502,303355281.3,25173342.42
 03/20  15:00:00,,0.447757796,0.895515593,304785693,25069804.72
 03/20  16:00:00,,0.326656044,0.653312087,315204423.3,30660348.34
 03/20  17:00:00,,2.501118559,0.615069429,268047032.8,20220834.01
 03/20  18:00:00,,2.886049131,1,171995172.4,19934481.43
 03/20  19:00:00,,0.805372183,0.805372183,204805659,26186647.32
 03/20  20:00:00,,0.57728204,0.57728204,193331598,31738822.48
 03/20  21:00:00,,0.592761211,0.592761211,196321060.3,24148472.61
 03/20  22:00:00,,0.389255634,0.389255634,100704522.2,11178631.93
 03/20  23:00:00,,0.340541771,0.340541771,92744575.73,11178829.49
 03/20  24:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 03/21  01:00:00,,0.173913043,0.173913043,73695471.3,11106440.7
 03/21  02:00:00,,-0.012194975,0.137491464,73616023.03,7212348.775
 03/21  03:00:00,,-0.05681141,0.092875028,73289504.25,7212348.775
 03/21  04:00:00,,-0.069786598,0.079899841,73192180.12,11106628.86
 03/21  05:00:00,,-0.026991242,0.122695197,81851580.7,7212348.775
 03/21  06:00:00,,0.006926354,0.156612793,114057837.5,11225979.5
 03/21  07:00:00,,0.06838777,0.218074209,314244859.7,60733992.59
 03/21  08:00:00,,0.296477913,0.446164352,437422651.5,64031345.99
 03/21  09:00:00,,0.343825967,0.493512406,381213114.2,73824274.98
 03/21  10:00:00,,0.472439671,0.62212611,365281930.3,79064733.28
 03/21  11:00:00,,0.377971198,0.527657637,353039771.1,69152367.26
 03/21  12:00:00,,0.523429882,0.673116321,390284627.6,71133555.51
 03/21  13:00:00,,0.39253983,0.542226269,356972553.1,70136970.68
 03/21  14:00:00,,0.495886063,0.645572502,329076725.2,59678243.19
 03/21  15:00:00,,0.745829154,0.895515593,333523954.7,59256298.44
 03/21  16:00:00,,0.503625648,0.653312087,350262292.4,62854709.73
 03/21  17:00:00,,0.46538299,0.615069429,326199434.5,53473461.05
 03/21  18:00:00,,0.850313561,1,222230535.5,61909540.29
 03/21  19:00:00,,0.805372183,0.805372183,237957628.4,70718435.49
 03/21  20:00:00,,0.57728204,0.57728204,223836788.9,65630910.47
 03/21  21:00:00,,0.592761211,0.592761211,218200533.4,66482723.51
 03/21  22:00:00,,0.389255634,0.389255634,100704522.2,11197038.4
 03/21  23:00:00,,0.340541771,0.340541771,92744575.73,11200818.26
 03/21  24:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 03/22  01:00:00,,0.173913043,0.173913043,73695471.3,7212348.775
 03/22  02:00:00,,0.14937134,0.137491464,73616023.03,11106505.62
 03/22  03:00:00,,0.104754905,0.092875028,73641937.21,7212348.775
 03/22  04:00:00,,0.091779717,0.079899841,73544613.08,7212348.775
 03/22  05:00:00,,0.134575073,0.122695197,306659244.9,11108965.29
 03/22  06:00:00,,0.168492669,0.156612793,290931600,11212836.98
 03/22  07:00:00,,0.229954085,0.218074209,297324700.2,102502264.3
 03/22  08:00:00,,0.458044228,0.446164352,401345554.4,72981930.16
 03/22  09:00:00,,0.505392282,0.493512406,334460640,63413981.03
 03/22  10:00:00,,0.634005986,0.62212611,316049501.6,30232266.39
 03/22  11:00:00,,0.539537513,0.527657637,315172742,34975491.49
 03/22  12:00:00,,0.336558161,0.673116321,322946379.1,35934465.65
 03/22  13:00:00,,0.271113135,0.542226269,320846633.1,33841487.3
 03/22  14:00:00,,0.82583399,0.645572502,308926546.3,25175187.08
 03/22  15:00:00,,1.075777082,0.895515593,312092164,25064707.26
 03/22  16:00:00,,0.326656044,0.653312087,318751036.6,30655170.27
 03/22  17:00:00,,1.471220961,0.615069429,233499209.6,24598647.97
 03/22  18:00:00,,1.856151532,1,132258570.5,15688618.66
 03/22  19:00:00,,0.805372183,0.805372183,162210417.2,19622136.15
 03/22  20:00:00,,0.57728204,0.57728204,158192823.8,15542650.55
 03/22  21:00:00,,0.592761211,0.592761211,169257253.8,18872820.62
 03/22  22:00:00,,0.389255634,0.389255634,100704522.2,11199109.96
 03/22  23:00:00,,0.340541771,0.340541771,92744575.73,11191025.94
 03/22  24:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 03/23  01:00:00,,0.173913043,0.173913043,73695471.3,11107094.12
 03/23  02:00:00,,0.069542929,0.137491464,73616023.03,7212348.775
 03/23  03:00:00,,0.024926494,0.092875028,73467803.37,7212348.775
 03/23  04:00:00,,0.011951306,0.079899841,73370479.24,11107225.73
 03/23  05:00:00,,0.054746663,0.122695197,82029879.82,7212348.775
 03/23  06:00:00,,0.088664259,0.156612793,114236136.6,11223776.25
 03/23  07:00:00,,0.150125675,0.218074209,300941751.8,54836034.09
 03/23  08:00:00,,0.378215818,0.446164352,383039481.2,40024159.08
 03/23  09:00:00,,0.425563872,0.493512406,317490535.3,25992433.3
 03/23  10:00:00,,0.554177575,0.62212611,307356655.9,29584842.22
 03/23  11:00:00,,0.263828819,0.527657637,317495743.6,30978688.2
 03/23  12:00:00,,0.336558161,0.673116321,319259677.8,37146158.67
 03/23  13:00:00,,0.271113135,0.542226269,331525806,36736659.57
 03/23  14:00:00,,0.322786251,0.645572502,328114458.1,25161698.61
 03/23  15:00:00,,1.163018778,0.895515593,311421962.8,25062498.42
 03/23  16:00:00,,0.326656044,0.653312087,327690822.2,30640691.14
 03/23  17:00:00,,1.674784918,0.615069429,226221380.9,20205455.15
 03/23  18:00:00,,2.059715489,1,130797679.6,19933254.93
 03/23  19:00:00,,0.805372183,0.805372183,154679093.8,15485641.75
 03/23  20:00:00,,0.57728204,0.57728204,138494078.6,15552327.24
 03/23  21:00:00,,0.592761211,0.592761211,141884628.4,15254761.25
 03/23  22:00:00,,0.389255634,0.389255634,100704522.2,11184209.87
 03/23  23:00:00,,0.340541771,0.340541771,92744575.73,11191688.46
 03/23  24:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 03/24  01:00:00,,0.173913043,0.173913043,73695471.3,7212348.775
 03/24  02:00:00,,0.05338706,0.137491464,73616023.03,11106238.91
 03/24  03:00:00,,0.008770625,0.092875028,73432561.74,7212348.775
 03/24  04:00:00,,-0.004204563,0.079899841,73335237.6,7212348.775
 03/24  05:00:00,,0.038590793,0.122695197,81994638.18,11106389.13
 03/24  06:00:00,,0.072508389,0.156612793,114200895,11228794.46
 03/24  07:00:00,,0.133969805,0.218074209,265392343.1,41458445.5
 03/24  08:00:00,,0.362059948,0.446164352,374853174.4,43246002.05
 03/24  09:00:00,,0.409408002,0.493512406,319622516,35371219.29
 03/24  10:00:00,,0.538021706,0.62212611,303742970.4,27104737.71
 03/24  11:00:00,,0.443553233,0.527657637,311524660.6,35572435.28
 03/24  12:00:00,,0.336558161,0.673116321,340176464.6,35766473.53
